央视高清,#genre#
浙江卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221225544/index.m3u8
浙江卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228309/index.m3u8
浙江卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227491/index.m3u8
海南卫视 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221228139/index.m3u8
海南卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228101/index.m3u8
深圳卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227307/index.m3u8
深圳卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227624/index.m3u8
深圳卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227677/index.m3u8
深圳卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227695/index.m3u8
深圳卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228236/index.m3u8
深圳卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227217/index.m3u8
深圳卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227442/index.m3u8
深圳卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227555/index.m3u8
湖北卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227377/index.m3u8
湖北卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227211/index.m3u8
湖北卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227565/index.m3u8
湖北卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227665/index.m3u8
湖北卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227703/index.m3u8
湖北卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227495/index.m3u8
湖北卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227479/index.m3u8
湖南卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227320/index.m3u8
湖南卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227220/index.m3u8
湖南卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227735/index.m3u8
湖南卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227698/index.m3u8
湖南卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228227/index.m3u8
湖南卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227191/index.m3u8
湖南卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227404/index.m3u8
湖南卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228413/index.m3u8
湖南卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227482/index.m3u8
甘肃卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8
贵州卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227551/index.m3u8
贵州卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8
辽宁卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227380/index.m3u8
辽宁卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227676/index.m3u8
辽宁卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227700/index.m3u8
辽宁卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228162/index.m3u8
辽宁卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227410/index.m3u8
辽宁卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228310/index.m3u8
辽宁卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227485/index.m3u8
重庆卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227632/index.m3u8
重庆卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227550/index.m3u8
重庆卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227729/index.m3u8
重庆卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8
青海卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227554/index.m3u8
黑龙江卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227323/index.m3u8
黑龙江卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227252/index.m3u8
黑龙江卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227662/index.m3u8
黑龙江卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227753/index.m3u8
黑龙江卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228233/index.m3u8
黑龙江卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227492/index.m3u8
黑龙江卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227638/index.m3u8
黑龙江卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228295/index.m3u8
黑龙江卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227514/index.m3u8
上海纪实人文 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227674/index.m3u8
上海纪实人文 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227635/index.m3u8
北京冬奥纪实 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227711/index.m3u8
北京冬奥纪实 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227699/index.m3u8
SiTV乐游 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227771/index.m3u8
SiTV动漫秀场 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227774/index.m3u8
SiTV游戏风云 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227713/index.m3u8
SiTV生活时尚 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227707/index.m3u8
SiTV都市剧场 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227710/index.m3u8
NewTV海外剧场 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227539/index.m3u8
NewTV中国功夫 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
NewTV军事评论 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
NewTV军旅剧场 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
NewTV农业致富 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227588/index.m3u8
NewTV动作电影 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227606/index.m3u8
NewTV家庭剧场 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
NewTV怡伴健康 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227612/index.m3u8
NewTV惊悚悬疑 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8
NewTV明星大片 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
NewTV武搏世界 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8
NewTV潮妈辣婆 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
NewTV炫舞未来 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
NewTV爱情喜剧 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227548/index.m3u8
NewTV精品体育 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
NewTV精品大剧 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
NewTV精品纪录 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
NewTV精品萌宠 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228430/index.m3u8
NewTV金牌综艺 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227541/index.m3u8
黑莓动画 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227523/index.m3u8
黑莓动画 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225555/index.m3u8
黑莓电影 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8
黑莓电影 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227520/index.m3u8
哒啵赛事 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225539/index.m3u8
百姓生活 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228466/index.m3u8
知否知否 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228465/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221227512/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228441/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228463/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228460/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228456/index.m3u8
未知 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228447/index.m3u8
未知 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227579/index.m3u8
未知 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228539/index.m3u8
未知 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228536/index.m3u8
咪咕全民热练 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228427/index.m3u8
咪咕怀旧剧场 2M1080,http://ott.mobaibox.com/PLTV/3/224/3221228120/index.m3u8
咪咕视频 1080,http://ott.mobaibox.com/PLTV/3/224/3221228084/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228231/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228129/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228206/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228193/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228234/index.m3u8
咪咕视频 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227529/index.m3u8
